index,用户ID,商品ID,times
309,1.05101042355e+18,930021583843560960,1
310,1.05101262786e+18,1077744349974950016,1
311,1.05101817263e+18,1077406774068310016,1
312,1.05102475731e+18,1079988697420589952,2
313,1.05102745423e+18,1071233934872870016,2
314,1.05103038256e+18,1057119644821810048,1
315,1.05103262136e+18,1063334104817270016,1
316,1.05103334324e+18,1082903829821849984,1
317,1.05103378944e+18,925984429119180032,1
318,1.0510367599e+18,1071233934872870016,2
319,1.05103715635e+18,1067816065782840064,3
320,1.051038939e+18,1063340225477020032,2
321,1.05104034995e+18,1072045513977689984,1
322,1.05104726788e+18,930020311925067008,1
323,1.05104830042e+18,1063340225477020032,1
324,1.05105442172e+18,930021583843560960,1
325,1.05105634947e+18,1079213286902269952,2
326,1.05105894749e+18,1079979285209479936,5
327,1.05106047354e+18,1072054676204089984,2
328,1.05106074921e+18,1072352278325820032,1
329,1.05106081323e+18,1078878841011760000,1
330,1.05106764097e+18,930021583843560960,1
331,1.05106824324e+18,1067816065782840064,1
332,1.05107259471e+18,930021583843560960,1
333,1.05108258276e+18,1054907065076610048,1
334,1.05108258276e+18,1062636078532460032,1
335,1.05108258276e+18,1063340225477020032,1
336,1.05109375464e+18,1061081280972649984,1
337,1.05109375464e+18,1070189984758169984,1
338,1.05109403659e+18,1054617277845010048,1
339,1.05109403659e+18,1079988697420589952,3
340,1.05109583987e+18,1063719142226460032,1
341,1.05110274955e+18,1071233934872870016,3
342,1.05110274955e+18,1072054676204089984,1
343,1.05110274955e+18,930021583843560960,1
344,1.05110604891e+18,1074115973322179968,1
345,1.05110604891e+18,1077406774068310016,1
346,1.05111199995e+18,1073513010564230016,1
347,1.05111270193e+18,1070189984758169984,2
348,1.05111270193e+18,1072054676204089984,3
349,1.05111288956e+18,930020311925067008,1
350,1.05111631745e+18,1078152846591980032,1
351,1.05112481812e+18,1078891478315500032,1
352,1.05112618971e+18,1073513010564230016,1
353,1.05113159923e+18,930021583843560960,2
354,1.05114018556e+18,1072325448805970048,1
355,1.05114776081e+18,1076114626446429952,1
356,1.05114985387e+18,1077744349974950016,1
357,1.05115205507e+18,1079979285209479936,1
358,1.05115331333e+18,1074173594280460032,2
359,1.05116312073e+18,1077406774068310016,1
360,1.05117300835e+18,1053542097324409984,3
361,1.05119082678e+18,1063340225477020032,1
362,1.05122443229e+18,1074115973322179968,1
363,1.05124389729e+18,1072746380104109952,1
364,1.05124389729e+18,1077418014194860032,2
365,1.05124389729e+18,930021583843560960,1
366,1.05124900302e+18,930021583843560960,2
367,1.05125108507e+18,1072325448805970048,1
368,1.051255673e+18,1071233934872870016,1
369,1.05125660223e+18,1077842555702409984,1
370,1.05125660223e+18,1079213286902269952,1
371,1.05125898672e+18,1072054676204089984,1
372,1.05126078669e+18,1079213286902269952,1
373,1.05126285512e+18,925980941496684032,1
374,1.05126537419e+18,1076027018739510016,2
375,1.0512662839e+18,1082903829821849984,3
376,1.05126692168e+18,1072054676204089984,1
377,1.05126874574e+18,1067816065782840064,1
378,1.05127119356e+18,1074115973322179968,1
379,1.05127469715e+18,1072045513977689984,1
380,1.05127665365e+18,1072045513977689984,1
381,1.05127756565e+18,1062636078532460032,1
382,1.05127756565e+18,1070189984758169984,1
383,1.0512817891e+18,1063340225477020032,1
384,1.05128184005e+18,1073513010564230016,1
385,1.05128416956e+18,1076114626446429952,2
386,1.05128826562e+18,1071233934872870016,1
387,1.05129135994e+18,1063340225477020032,2
388,1.05129135994e+18,1067816065782840064,1
389,1.05129225422e+18,1063334104817270016,1
390,1.05129225422e+18,1063340225477020032,1
391,1.0512986701e+18,1076027018739510016,2
392,1.05130381892e+18,1079979285209479936,2
393,1.05130489429e+18,1053542097324409984,2
394,1.05131101364e+18,1063340225477020032,2
395,1.05131101364e+18,1067816065782840064,2
396,1.05131101364e+18,1077416131820579968,1
397,1.05131810322e+18,1054904167261340032,1
398,1.05131810322e+18,1079213286902269952,4
399,1.05131905368e+18,1078891478315500032,1
400,1.05131936072e+18,1053542097324409984,2
401,1.05132009885e+18,1072352278325820032,3
402,1.05133502813e+18,1079218767259570048,1
403,1.05134206473e+18,1072765952437849984,1
404,1.05134206473e+18,1077744349974950016,1
405,1.05134979764e+18,1078878841011760000,2
406,1.05135354463e+18,1063340225477020032,2
407,1.05135613536e+18,1072054676204089984,1
408,1.05136393978e+18,1071233934872870016,1
409,1.051365797e+18,1050049784421869952,1
410,1.05136911655e+18,1071233934872870016,7
411,1.05136911655e+18,1077406774068310016,1
412,1.05137805586e+18,1072054676204089984,1
413,1.05137805586e+18,1072744947178860032,1
414,1.05137813332e+18,1063340225477020032,2
415,1.05138020217e+18,1062636078532460032,1
416,1.05138120249e+18,1074173594280460032,1
417,1.0513861742e+18,1061081280972649984,1
418,1.0513861742e+18,1062636078532460032,1
419,1.05138689185e+18,1063340225477020032,4
420,1.05138878269e+18,1054907065076610048,1
421,1.05138878269e+18,1072325448805970048,1
422,1.05138878269e+18,1078152846591980032,3
423,1.05138967642e+18,1074560135796419968,2
424,1.05139273025e+18,1063340225477020032,1
425,1.05139444718e+18,1077744349974950016,1
426,1.05139481778e+18,1072325448805970048,2
427,1.05139481778e+18,1074115973322179968,1
428,1.05139481778e+18,1077406774068310016,1
429,1.05139481778e+18,1077744349974950016,1
430,1.05139481778e+18,1078152846591980032,2
431,1.05139481778e+18,1078878841011760000,2
432,1.05139481778e+18,1079213286902269952,2
433,1.05139481778e+18,1079218767259570048,1
434,1.05139481778e+18,1079979285209479936,1
435,1.05139481778e+18,1079988697420589952,1
436,1.05139608163e+18,1072325448805970048,1
437,1.0513961356e+18,1067317584555209984,1
438,1.05140056043e+18,1077744349974950016,1
439,1.05140073757e+18,1067816065782840064,2
440,1.05141527607e+18,1057119644821810048,2
441,1.05141795569e+18,1067317584555209984,1
442,1.05141795569e+18,1072352278325820032,3
443,1.05141795569e+18,930021583843560960,2
444,1.05142578299e+18,1071233934872870016,2
445,1.05143517908e+18,1078878841011760000,1
446,1.0514375261e+18,1067816065782840064,3
447,1.05143813434e+18,1076114626446429952,1
448,1.05144051198e+18,1067317584555209984,1
449,1.05144121306e+18,1072054676204089984,1
450,1.05145069118e+18,1077416131820579968,1
451,1.05145087621e+18,1072054676204089984,1
452,1.05146422339e+18,1063340225477020032,1
453,1.05146422339e+18,1071233934872870016,1
454,1.05146422339e+18,1074115973322179968,1
455,1.0514671678e+18,1063340225477020032,1
456,1.05147980468e+18,930021583843560960,2
457,1.05148077825e+18,930020311925067008,1
458,1.05148146199e+18,1061081280972649984,1
459,1.05148385989e+18,1072054676204089984,1
460,1.05148880519e+18,1074911558212060032,1
461,1.05150786953e+18,1078878841011760000,1
462,1.05151106669e+18,1072325448805970048,1
463,1.05155631395e+18,1072325448805970048,1
464,1.05155631395e+18,1072352278325820032,1
465,1.05155631395e+18,1073513010564230016,1
466,1.05160157732e+18,1071233934872870016,1
467,1.05160157732e+18,1078878841011760000,1
468,1.05161897531e+18,1072054676204089984,2
469,1.0516200999e+18,1057119644821810048,1
470,1.05162244418e+18,1067317584555209984,1
471,1.05162633087e+18,1076114626446429952,1
472,1.05162773779e+18,1057119644821810048,1
473,1.05163470536e+18,1053542097324409984,2
474,1.05163567465e+18,930021583843560960,2
475,1.05163700441e+18,1079218767259570048,1
476,1.05163787609e+18,1070189984758169984,1
477,1.05164452886e+18,1067816065782840064,1
478,1.05164918002e+18,1072045513977689984,1
479,1.0516590029e+18,1054904167261340032,1
480,1.05166038874e+18,1067816065782840064,1
481,1.05166038874e+18,1072054676204089984,1
482,1.05166281399e+18,1072325448805970048,1
483,1.05166409464e+18,1062343120067299968,1
484,1.05166496858e+18,1076027018739510016,3
485,1.05166550371e+18,1072765952437849984,2
486,1.05166638845e+18,1063340225477020032,2
487,1.05166638845e+18,1076027018739510016,1
488,1.05167359809e+18,1072325448805970048,1
489,1.05167597039e+18,1079979285209479936,1
490,1.05167710862e+18,1074922684698130048,1
491,1.0516795806e+18,1077744349974950016,1
492,1.05167983526e+18,1071233934872870016,1
493,1.0516818042e+18,1074115973322179968,1
494,1.0516828055e+18,1072054676204089984,1
495,1.05168895477e+18,1077400281642240000,1
496,1.05169080009e+18,1076027018739510016,1
497,1.05169358551e+18,1070189984758169984,4
498,1.05169358551e+18,1077744349974950016,1
499,1.05169358551e+18,1079213286902269952,1
500,1.05169358551e+18,1079218767259570048,1
501,1.05169358551e+18,1079979285209479936,1
502,1.05170036776e+18,1063340225477020032,1
503,1.05170036776e+18,1067816065782840064,1
504,1.05170036776e+18,1072352278325820032,1
505,1.05170203604e+18,1074115973322179968,1
506,1.0517088514e+18,1067816065782840064,1
507,1.05171668776e+18,1077744349974950016,1
508,1.05171736988e+18,1071233934872870016,1
509,1.05172303525e+18,1078891478315500032,1
510,1.05172313845e+18,1061081280972649984,2
511,1.05172313845e+18,1067816065782840064,3
512,1.05172314421e+18,1074115973322179968,2
513,1.05172314421e+18,1079213286902269952,1
514,1.05172314421e+18,1079988697420589952,1
515,1.05172314421e+18,930021583843560960,3
516,1.05172331976e+18,930021583843560960,8
517,1.05172351201e+18,1074115973322179968,2
518,1.05172470948e+18,1067816065782840064,2
519,1.05172781874e+18,1072767600983869952,1
520,1.05172901529e+18,930021583843560960,1
521,1.05172962502e+18,1076114626446429952,2
522,1.05173226641e+18,1067816065782840064,1
523,1.05173508296e+18,1077406774068310016,1
524,1.05173612078e+18,1078891478315500032,1
525,1.05173672537e+18,1063340225477020032,1
526,1.05173672537e+18,1074911558212060032,1
527,1.05173873167e+18,1063340225477020032,1
528,1.05173873167e+18,1079218767259570048,1
529,1.05173966241e+18,1072325448805970048,1
530,1.05174994981e+18,1072054676204089984,1
531,1.05175544105e+18,1074115973322179968,3
532,1.05175598475e+18,1071233934872870016,4
533,1.05175620787e+18,1063334104817270016,1
534,1.05175620787e+18,1076114626446429952,2
535,1.0517572372e+18,1063255404587320064,2
536,1.05176254255e+18,930021583843560960,1
537,1.05176343094e+18,1079979285209479936,1
538,1.05176445581e+18,1074115973322179968,1
539,1.05177704073e+18,1074115973322179968,1
540,1.05177811181e+18,1063340225477020032,2
541,1.05177811181e+18,1072325448805970048,1
542,1.05178422704e+18,930020311925067008,1
543,1.05178636963e+18,1078152846591980032,1
544,1.05178842794e+18,1072045513977689984,2
545,1.05178842794e+18,930020311925067008,3
546,1.0517902856e+18,1067816065782840064,1
547,1.05179773359e+18,1063340225477020032,2
548,1.05180225287e+18,1067816065782840064,2
549,1.05180267963e+18,1079213286902269952,1
550,1.05180718768e+18,930021583843560960,1
551,1.05180834866e+18,1063340225477020032,2
552,1.05181006049e+18,930021583843560960,1
553,1.05181132019e+18,1063719142226460032,1
554,1.05181132019e+18,930021583843560960,1
555,1.05181357858e+18,1079993316930550016,1
556,1.05182215063e+18,1079218767259570048,1
557,1.05182303684e+18,1071233934872870016,1
558,1.05182491414e+18,930022039676324992,1
559,1.05183819744e+18,1063340225477020032,1
560,1.05183819744e+18,1063719142226460032,1
561,1.05185072647e+18,1072352278325820032,1
562,1.05185072647e+18,925984429119180032,2
563,1.05186483404e+18,1067816065782840064,1
564,1.05188289823e+18,1078152846591980032,1
565,1.05189697107e+18,1077418014194860032,1
566,1.05195815091e+18,930020311925067008,1
567,1.05196680439e+18,1071233934872870016,1
568,1.05197321814e+18,1063340225477020032,7
569,1.05197321814e+18,1074115973322179968,1
570,1.05197990095e+18,1078878841011760000,1
571,1.05197990095e+18,1079213286902269952,1
572,1.05200123976e+18,1063340225477020032,1
573,1.05200123976e+18,1071233934872870016,2
574,1.05200123976e+18,1072765952437849984,4
575,1.05200255635e+18,1074115973322179968,1
576,1.05200255635e+18,930020311925067008,1
577,1.05200314068e+18,1079979285209479936,1
578,1.05200851598e+18,1078891478315500032,1
579,1.05201159402e+18,1072767600983869952,1
580,1.05201520009e+18,1063719142226460032,1
581,1.05201520009e+18,930021583843560960,1
582,1.05202837375e+18,1073513010564230016,1
583,1.05203754394e+18,1077406774068310016,2
584,1.05204703786e+18,1078891478315500032,1
585,1.05205076392e+18,1054617277845010048,1
586,1.05205076392e+18,1057119644821810048,1
587,1.05205076392e+18,1072765952437849984,5
588,1.05205076392e+18,1072767600983869952,2
589,1.05205076392e+18,1079218767259570048,1
590,1.05205575089e+18,1054617277845010048,1
591,1.05205575089e+18,1076027018739510016,1
592,1.05205575089e+18,1077418014194860032,3
593,1.05205721164e+18,1072746380104109952,1
594,1.05205984896e+18,1063340225477020032,2
595,1.05206091006e+18,1078878841011760000,1
596,1.05206574625e+18,1067317584555209984,1
597,1.05208009926e+18,1079213286902269952,1
598,1.05208170219e+18,1063340225477020032,1
599,1.05210240464e+18,1063340225477020032,1
600,1.052102745e+18,1077418014194860032,1
601,1.05211239054e+18,1077389675279219968,1
602,1.05212661049e+18,1072054676204089984,1
603,1.05212661049e+18,1078891478315500032,2
604,1.05212903317e+18,1063340225477020032,3
605,1.05213223014e+18,930021583843560960,3
606,1.05213425378e+18,1072325448805970048,1
607,1.052136607e+18,1074911558212060032,1
608,1.05214517636e+18,1079988697420589952,1
609,1.05215135663e+18,1074173594280460032,1
610,1.05215199262e+18,1062636078532460032,2
611,1.05215199262e+18,1067816065782840064,3
612,1.05215772351e+18,1078152846591980032,1
613,1.05216402733e+18,1063340225477020032,3
614,1.05217031483e+18,930020311925067008,1
615,1.05217457706e+18,1061081280972649984,1
616,1.05217801436e+18,1072352278325820032,1
617,1.05218136272e+18,1063090361786759936,1
618,1.05218136272e+18,1072325448805970048,4
619,1.05218136272e+18,1079213286902269952,2
620,1.05218136272e+18,930021583843560960,8
621,1.05218589825e+18,1061081280972649984,1
622,1.05218879359e+18,1074115973322179968,1
623,1.05218879359e+18,1077744349974950016,1
624,1.05219075587e+18,1072352278325820032,1
625,1.05224734936e+18,1061081280972649984,2
626,1.05226059448e+18,1072054676204089984,3
627,1.05233501446e+18,1072765952437849984,1
628,1.05233783451e+18,1077406774068310016,2
629,1.0523400409e+18,1072765952437849984,1
630,1.0523400409e+18,1073513010564230016,1
631,1.0523400409e+18,1074173594280460032,2
632,1.0523400409e+18,930021583843560960,1
633,1.05234882911e+18,1067816065782840064,2
634,1.05237499346e+18,1071233934872870016,1
635,1.05237499346e+18,1072765952437849984,2
636,1.05238058074e+18,1063340225477020032,2
637,1.05238058074e+18,1071233934872870016,1
