index,用户ID,商品ID,times
84,1044836221184969984,1078515366481689984,1
85,1044839051610360064,1071962317894249984,1
86,1044839051610360064,1072045513977689984,1
87,1044839051610360064,1078537154968220032,1
88,1044849536527299968,1063340225477020032,1
89,1044849536527299968,1077834644834019968,1
90,1044849536527299968,1079201135026310016,1
91,1044849536527299968,1079988697420589952,1
92,1044849536527299968,1080663890195449984,1
93,1044853538098840064,1053581651402099968,1
94,1044853538098840064,930033836093410944,1
95,1044858043406290048,1076027018739510016,1
96,1044862323253120000,1053578271581600000,1
97,1044862323253120000,1054662719744050048,1
98,1044862323253120000,1061930060022349952,1
99,1044862323253120000,1067816065782840064,1
100,1044862323253120000,1070188447352809984,1
101,1044862323253120000,1070506310131320064,1
102,1044862323253120000,1070612414790169984,1
103,1044862323253120000,1078193798404700032,1
104,1044862323253120000,1079973987035970048,1
105,1044862323253120000,925980941496684032,1
106,1044862323253120000,930041233771924992,1
107,1044885646603250048,1053579277283430016,1
108,1044885646603250048,1078159900769580032,1
109,1044900709267469952,1071233934872870016,1
110,1044900709267469952,1072045513977689984,1
111,1044900709267469952,1072054676204089984,1
112,1044900709267469952,1072738615495289984,1
113,1044900709267469952,1074922684698130048,1
114,1044900709267469952,1076026599883730048,1
115,1044900709267469952,1076048418560870016,1
116,1044900709267469952,1078193798404700032,1
117,1044900709267469952,1081459172604710016,1
118,1044900709267469952,1083308541100489984,1
119,1044900709267469952,1085444096928050048,1
120,1044900709267469952,1086537993125170048,1
121,1044924949928669952,1053497993488039936,1
122,1044924949928669952,1078189983148339968,1
123,1044924949928669952,1078543385724259968,1
124,1044924949928669952,1079993316930550016,1
125,1044924949928669952,925978058428583040,1
126,1044940537904300032,1071233934872870016,1
127,1044948061722310016,1076027018739510016,1
128,1044956857060359936,1078135075460150016,1
129,1044958569645010048,1076027018739510016,1
130,1044958569645010048,930002515119901952,1
131,1044958569645010048,930021583843560960,1
132,1044964294618320000,1055640875518979968,1
133,1044980704455229952,1053578271581600000,1
134,1044980704455229952,1054680923803549952,1
135,1044980704455229952,1070188447352809984,1
136,1044980704455229952,1081970701615820032,1
137,1044980704455229952,930020311925067008,1
138,1045015890215629952,1053581651402099968,1
139,1045106716778230016,925980941496684032,1
140,1045109202415059968,1063255404587320064,1
141,1045109202415059968,1070189984758169984,1
142,1045109202415059968,1071233934872870016,1
143,1045109202415059968,1074115973322179968,1
144,1045109202415059968,1076027750838499968,1
145,1045109202415059968,1078152846591980032,2
146,1045109202415059968,1079984983150489984,2
147,1045109202415059968,1098580204658419968,1
148,1045109202415059968,930021583843560960,2
149,1045133645115879936,1071233934872870016,1
150,1045133645115879936,1078537154968220032,1
151,1045139002210969984,1078537154968220032,1
152,1045140329003549952,1072765952437849984,1
153,1045140329003549952,1078537154968220032,1
154,1045140329003549952,1083309285224550016,1
155,1045142069572600064,1078505592029510016,1
156,1045142069572600064,1078537154968220032,1
157,1045142081534749952,1057119644821810048,1
158,1045142697187280000,1074922684698130048,1
159,1045143142999849984,1053578271581600000,1
160,1045143142999849984,1053581651402099968,2
161,1045143142999849984,1078505592029510016,1
162,1045143164432739968,925978058428583040,1
163,1045143164432739968,925980941496684032,1
164,1045144043026189952,1077418014194860032,1
165,1045150886611980032,1077841557781020032,1
166,1045150973501180032,1054904167261340032,1
167,1045150973501180032,1072045513977689984,1
168,1045157370532000000,1072039057614240000,1
169,1045163827885309952,1051770471398310016,1
170,1045163827885309952,1057953006901849984,1
171,1045163827885309952,1070194167892739968,1
172,1045167965897560064,1051770471398310016,1
173,1045167965897560064,1074922684698130048,1
174,1045168852439200000,930021583843560960,1
175,1045169831779830016,1072039057614240000,1
176,1045169831779830016,1078193798404700032,1
177,1045171938322870016,930021583843560960,1
178,1045174449410739968,1076027018739510016,1
179,1045174723504310016,1070506310131320064,1
180,1045174723504310016,1074922684698130048,1
181,1045174723504310016,1078193798404700032,2
182,1045174723504310016,930005058571014016,1
183,1045175008918310016,1071233934872870016,2
184,1045175008918310016,1072054676204089984,1
185,1045175008918310016,1079976498295800064,1
186,1045175008918310016,1085443157684979968,1
187,1045177179827139968,1071305870604829952,1
188,1045177179827139968,1072039057614240000,1
189,1045177179827139968,1072045513977689984,3
190,1045177179827139968,1072054676204089984,1
191,1045177309686989952,1061081280972649984,1
192,1045177309686989952,1074115973322179968,1
193,1045177309686989952,1082454455803250048,1
194,1045177309686989952,925982799929872000,1
195,1045179324915840000,1078537154968220032,1
196,1045180143618819968,1051770471398310016,1
197,1045180143618819968,1053497993488039936,1
198,1045180143618819968,1063334104817270016,2
199,1045180143618819968,1070186327870339968,1
200,1045180143618819968,925980941496684032,1
201,1045180143618819968,930021583843560960,1
202,1045184468311149952,1070506310131320064,1
203,1045184468311149952,1078193798404700032,1
204,1045187306516969984,1057953006901849984,1
205,1045187306516969984,1070189984758169984,1
206,1045188190621730048,930021583843560960,1
207,1045189097950349952,1057119644821810048,1
208,1045189097950349952,1067816065782840064,2
209,1045189097950349952,1071962317894249984,1
210,1045189752291129984,1049946568086579968,1
211,1045189752291129984,1054617277845010048,1
212,1045189752291129984,1063340225477020032,2
213,1045189752291129984,1080265843632310016,1
214,1045189752291129984,1097408798646140032,1
215,1045192467989720064,1082454455803250048,1
216,1045192467989720064,925980941496684032,1
217,1045193468968760064,1049946568086579968,1
218,1045193468968760064,1078494849292889984,1
219,1045194219195529984,1072744158519689984,1
220,1045194219195529984,1072763662524019968,1
221,1045194219195529984,1086537993125170048,1
222,1045200479479459968,1078193798404700032,1
223,1045200479479459968,1078515366481689984,1
224,1045201267798899968,1063318615202269952,1
225,1045201267798899968,1078515366481689984,1
226,1045201267798899968,1078537154968220032,1
227,1045202494083369984,1085443157684979968,2
228,1045202494083369984,930021583843560960,1
229,1045205038461420032,1049946568086579968,2
230,1045205038461420032,1053578271581600000,1
231,1045205038461420032,1074115973322179968,1
232,1045205038461420032,1078537154968220032,1
233,1045206068586680064,1078537154968220032,1
234,1045206583538150016,1072045513977689984,1
235,1045206583538150016,1072352278325820032,1
236,1045206583538150016,1073513010564230016,1
237,1045206583538150016,1074115973322179968,1
238,1045206583538150016,1081457085825219968,1
239,1045206683928819968,1055640875518979968,1
240,1045206683928819968,925982799929872000,1
241,1045206683928819968,930002515119901952,1
242,1045206683928819968,930030428062027008,1
243,1045209977136940032,1057119644821810048,1
244,1045210096267750016,1085075550930800000,1
245,1045210934889479936,1079988697420589952,1
246,1045210934889479936,930021583843560960,1
247,1045216178767719936,1062636078532460032,1
248,1045232368185570048,925984429119180032,1
249,1045235629030439936,1071233934872870016,2
250,1045235629030439936,1072025241794969984,1
251,1045235629030439936,1072045513977689984,1
252,1045235629030439936,1074173594280460032,1
253,1045235629030439936,1076048418560870016,1
254,1045235629030439936,1087013362064230016,1
255,1045235629030439936,930021583843560960,1
256,1045237768251309952,1072756081629920000,1
257,1045262294754329984,1072054676204089984,1
258,1045262294754329984,1074115973322179968,1
259,1045289878028349952,1071233934872870016,1
260,1045289878028349952,1072054676204089984,1
261,1045289878028349952,1072362019781410048,1
262,1045290042503789952,1070506310131320064,1
263,1045290042503789952,1072325448805970048,2
264,1045293361888560000,1061930060022349952,1
265,1045293361888560000,1075726560196099968,1
266,1045294238682640000,1063255404587320064,1
267,1045294238682640000,1072039057614240000,1
268,1045294238682640000,1079988697420589952,1
269,1045301490323879936,1078177134724320000,1
270,1045301490323879936,1079213286902269952,1
271,1045309926591760000,1053497993488039936,1
272,1045309926591760000,1053578271581600000,2
273,1045309926591760000,1053581651402099968,1
274,1045309926591760000,1054606521153939968,1
275,1045309926591760000,1061930060022349952,1
276,1045309926591760000,1071233934872870016,1
277,1045309926591760000,1071962317894249984,1
278,1045314634756720000,1072362019781410048,1
279,1045314634756720000,1077418014194860032,1
280,1045314634756720000,1078116689686630016,1
281,1045322284533869952,1071233934872870016,1
282,1045322284533869952,1077753937172429952,1
283,1045322284533869952,1077807045680359936,1
284,1045322284533869952,1078152846591980032,1
285,1045322284533869952,1078539453320989952,1
286,1045322284533869952,1078551611702310016,1
287,1045322284533869952,1079929607642220032,1
288,1045322284533869952,1079984983150489984,1
289,1045329865381840000,1054778906683440000,1
290,1045329865381840000,925980941496684032,1
291,1045342673972560000,1070192487436450048,1
292,1045342673972560000,1074922684698130048,1
293,1045342673972560000,1079988697420589952,1
294,1045452324735090048,1057119644821810048,1
295,1045452324735090048,1070190717700210048,2
296,1045452324735090048,1072054676204089984,2
297,1045452324735090048,1073027720707900032,1
298,1045452324735090048,1078537154968220032,1
299,1045452324735090048,1081457085825219968,1
300,1045455661551389952,1072767600983869952,1
301,1045455661551389952,1074922684698130048,1
302,1045455661551389952,1077842555702409984,1
303,1045516504297180032,1053497993488039936,1
304,1045553361550640000,1082315993301190016,1
305,1045555690144329984,1058615745546620032,1
306,1045555690144329984,1070188447352809984,1
307,1045595517988440064,1049946568086579968,1
308,1045607904934169984,930021583843560960,4
309,1045650904439650048,1062636078532460032,1
310,1045650904439650048,1077396830132700032,1
311,1045666637701769984,1070506310131320064,1
312,1045801415721680000,1063340225477020032,1
313,1045801415721680000,1074115973322179968,1
314,1045830142820150016,1072739929998560000,2
315,1045830142820150016,1072743154822739968,1
316,1045830142820150016,1072747491833740032,1
317,1045830142820150016,1081972040655760000,1
318,1045848794328009984,1071233934872870016,1
319,1045875934784189952,1071233934872870016,1
320,1045875934784189952,1074115973322179968,1
321,1045875934784189952,1074173594280460032,1
322,1045912781136659968,1077389675279219968,1
323,1045915723969400064,1054662719744050048,1
324,1045926618795670016,1049946568086579968,1
325,1045926618795670016,1053584688170470016,1
326,1045926618795670016,1055640875518979968,1
327,1045936665776950016,1053497993488039936,1
328,1045936665776950016,1071233934872870016,3
329,1045936665776950016,1072045513977689984,2
330,1045936665776950016,1078515366481689984,1
331,1045939120849880064,1057119644821810048,1
332,1045939120849880064,1071233934872870016,1
333,1045939120849880064,1072045513977689984,1
334,1045954317178169984,1067816065782840064,1
335,1045954317178169984,1070188447352809984,1
336,1045954317178169984,1070192487436450048,1
337,1045954317178169984,1074922684698130048,1
338,1045954317178169984,1077740407815730048,1
339,1045954317178169984,1077812639799769984,1
340,1045954317178169984,1078458699484300032,1
341,1045954317178169984,1078537154968220032,2
342,1045954317178169984,925980941496684032,1
343,1045954317178169984,930020311925067008,2
344,1045954317178169984,930021583843560960,1
345,1045969383722119936,1074922684698130048,2
346,1045969383722119936,1076056809760950016,1
347,1045970771365660032,1049946568086579968,1
348,1045970771365660032,1070192487436450048,1
349,1045972091896130048,1063340225477020032,2
350,1045972091896130048,1067816065782840064,1
351,1045972091896130048,1076048418560870016,1
352,1045993170186339968,1044798612240920064,1
353,1045993170186339968,1051770471398310016,1
354,1045993170186339968,1057119644821810048,1
355,1045998709414889984,1049946568086579968,2
356,1045998709414889984,1070185627408989952,1
357,1045998709414889984,1070230387263859968,1
358,1045998709414889984,1087886220000819968,1
359,1046000885268809984,930021583843560960,1
360,1046007544204560000,1078537154968220032,1
361,1046016020939079936,1053497993488039936,1
362,1046016020939079936,1055640875518979968,1
363,1046016020939079936,1080356302232809984,5
364,1046029891607260032,1078537154968220032,1
365,1046225665850930048,1074922684698130048,1
366,1046229631800249984,1078193798404700032,2
367,1046229878517600000,1077842555702409984,1
368,1046240868328080000,1081457085825219968,1
369,1046240868328080000,930030428062027008,1
370,1046305655560930048,1053579277283430016,1
371,1046305655560930048,1070612414790169984,1
372,1046305655560930048,1074126022434160000,1
373,1046305655560930048,1074173594280460032,1
374,1046305655560930048,1079935384750720000,1
375,1046305655560930048,925986591169645952,1
376,1046305655560930048,930041233771924992,1
377,1046374003921449984,1072054676204089984,1
378,1046391944658349952,1072025241794969984,1
379,1046391944658349952,1072039057614240000,1
380,1046391944658349952,1078515366481689984,1
381,1046391944658349952,1078537154968220032,1
382,1046542219037699968,1072039057614240000,2
383,1046542219037699968,1072054676204089984,1
384,1046588248550339968,930021583843560960,1
385,1046588927423609984,1063340225477020032,1
386,1046686818175609984,1070192487436450048,1
387,1046686818175609984,925980941496684032,1
388,1046967412927299968,1078505592029510016,2
389,1046967412927299968,930021583843560960,1
390,1046971744456339968,1079984983150489984,1
391,1047312657552569984,1051770471398310016,1
392,1047630929875500032,1074922684698130048,1
393,1047630929875500032,1078505592029510016,1
394,1048115322347910016,1071233934872870016,1
395,1048115322347910016,1071305870604829952,1
396,1048115322347910016,1072045513977689984,1
397,1048115322347910016,1072765952437849984,1
398,1048115322347910016,1078523613053779968,1
399,1048115322347910016,1083308541100489984,1
400,1048121045542829952,1072045513977689984,1
401,1048121045542829952,1078537154968220032,1
402,1048155336062599936,1056747515454489984,1
403,1048155336062599936,1057119644821810048,1
404,1048205661226200064,930021583843560960,1
405,1048218498174610048,1078099222671200000,1
406,1048346164919859968,925980941496684032,1
407,1048451834310620032,925982799929872000,1
408,1048751207821149952,1053578271581600000,1
409,1048751207821149952,1063334104817270016,2
410,1048751207821149952,1070188447352809984,1
411,1048751207821149952,1071233934872870016,2
412,1048751207821149952,1078537154968220032,1
413,1048751207821149952,925986591169645952,1
414,1048751207821149952,930021583843560960,1
415,1049141159482419968,1062636078532460032,1
416,1049141159482419968,1070149942874540032,1
417,1049195978666610048,1083308541100489984,1
418,1049196006399340032,1054606521153939968,1
419,1049196006399340032,1072739929998560000,1
420,1049196006399340032,1072744947178860032,1
421,1049196006399340032,1081972040655760000,1
422,1049196006399340032,1083324488574109952,1
423,1049196337086659968,1077740407815730048,1
424,1049196337086659968,1079218767259570048,1
425,1049196337086659968,1079932315619100032,1
426,1049196375045110016,1078523613053779968,1
427,1049196540644620032,1071233934872870016,1
428,1049196655648240000,1049946568086579968,2
429,1049197135149459968,1077842555702409984,1
430,1049197135149459968,1078523613053779968,1
431,1049197135149459968,1078537154968220032,1
432,1049197135149459968,1084002433185680000,1
433,1049197135149459968,1097671370658089984,1
434,1049197199041299968,1072025241794969984,1
435,1049197199041299968,1072054676204089984,1
436,1049197199041299968,1072744158519689984,1
437,1049197284491849984,1053578271581600000,1
438,1049197284491849984,925980941496684032,1
439,1049197299067059968,1074922684698130048,1
440,1049197305694060032,1053468149589020032,1
441,1049197305694060032,1072739929998560000,1
442,1049197305694060032,1085075550930800000,1
443,1049197475643059968,1061081280972649984,1
444,1049197475643059968,1071233934872870016,1
445,1049197475643059968,1074115973322179968,1
446,1049197475643059968,1074922684698130048,1
447,1049197475643059968,930020311925067008,1
448,1049198164846899968,925980941496684032,1
449,1049198164846899968,929997199854604032,1
450,1049198371940659968,1071233934872870016,1
451,1049198737532979968,1071233934872870016,1
452,1049198737532979968,1072045513977689984,1
453,1049198954089090048,1061081280972649984,1
454,1049198955200579968,1078193798404700032,1
455,1049199172415190016,1070188447352809984,1
456,1049199172415190016,1072039057614240000,1
457,1049199172415190016,1074126022434160000,1
458,1049199172415190016,930021583843560960,2
459,1049199512615190016,1074115973322179968,1
460,1049199512615190016,1074922684698130048,1
461,1049199512615190016,1078537154968220032,1
462,1049199542126310016,1053578271581600000,1
463,1049199542126310016,1057119644821810048,1
464,1049199542126310016,1057953006901849984,1
465,1049199542126310016,1061081280972649984,1
466,1049199542126310016,1067816065782840064,1
467,1049199542126310016,1081017565833129984,1
468,1049200158399590016,1074922684698130048,1
469,1049200158399590016,1078193798404700032,1
470,1049200502806480000,1078152846591980032,1
471,1049200502806480000,930021583843560960,1
472,1049200598885400064,1070192487436450048,1
473,1049200889240290048,1069436104889920000,1
474,1049200914976540032,1078537154968220032,1
475,1049200914976540032,925980941496684032,1
476,1049200914976540032,930021583843560960,1
477,1049201152713880064,1072039057614240000,1
478,1049201152713880064,1072045513977689984,1
479,1049201152713880064,1072054676204089984,1
480,1049201152713880064,1072352278325820032,1
481,1049201152713880064,1078537154968220032,1
482,1049201152713880064,1087012848962439936,1
483,1049201527240060032,1070186327870339968,1
484,1049201527240060032,1072352278325820032,1
485,1049201597456909952,1057119644821810048,1
486,1049201597456909952,1074922684698130048,1
487,1049201597456909952,1076048418560870016,1
488,1049201920602860032,1053497993488039936,1
489,1049202204041350016,1051770471398310016,1
490,1049202204041350016,1085075550930800000,1
491,1049202228624160000,1050049784421869952,1
492,1049202228624160000,1053103234613309952,1
493,1049202228624160000,1061125523703399936,1
494,1049202228624160000,1074996795835219968,1
495,1049202267719270016,1074115973322179968,1
496,1049202267719270016,1085115476338610048,1
497,1049202402293510016,925980941496684032,2
498,1049202679063049984,1078193798404700032,1
499,1049202803982009984,1070192487436450048,1
500,1049202803982009984,1072045513977689984,1
501,1049202803982009984,1074922684698130048,2
502,1049202803982009984,1078193798404700032,1
503,1049203560827389952,1070190717700210048,1
504,1049203634693270016,930021583843560960,1
505,1049204015229890048,1072045513977689984,1
506,1049204311578439936,1071233934872870016,1
507,1049204311578439936,1072054676204089984,2
508,1049204311578439936,925980941496684032,1
509,1049204434349920000,1072352278325820032,1
510,1049204434349920000,1074115973322179968,1
511,1049204663589600000,1072744947178860032,2
512,1049204663589600000,1078152846591980032,1
513,1049204663589600000,1078193798404700032,2
514,1049204663589600000,1078537154968220032,2
515,1049204663589600000,1079984983150489984,2
516,1049204663589600000,930021583843560960,2
517,1049204867663459968,1063090361786759936,1
518,1049204867663459968,925980941496684032,1
519,1049205590212019968,1053497993488039936,1
520,1049205590212019968,1070194818488009984,1
521,1049205673410230016,1052863631138550016,1
522,1049205790326460032,1072054676204089984,1
523,1049205894278089984,1056747515454489984,2
524,1049205894278089984,930021583843560960,1
525,1049205992101840000,925979767334834048,1
526,1049205992101840000,930041233771924992,1
527,1049205992101840000,930043255770386048,1
528,1049206037706509952,1057953006901849984,1
529,1049206201007539968,1072045513977689984,1
530,1049206201007539968,925980941496684032,2
531,1049206259543239936,1057119644821810048,1
532,1049206259543239936,1078193798404700032,1
533,1049206520437340032,1071233934872870016,1
534,1049206520437340032,1072352278325820032,1
535,1049206520437340032,1078159900769580032,1
536,1049206520437340032,1078193798404700032,1
537,1049206520437340032,1078537154968220032,1
538,1049206865565650048,1072325448805970048,1
539,1049206865565650048,1078537154968220032,1
540,1049206936290000000,1063340225477020032,1
541,1049206936290000000,1071962317894249984,1
542,1049206936290000000,1072039057614240000,1
543,1049206936290000000,1072054676204089984,1
544,1049206936290000000,1074115973322179968,1
545,1049206936290000000,1078537154968220032,1
546,1049206936290000000,1081973238821619968,1
547,1049207083052889984,1067816065782840064,1
548,1049207498792300032,925980941496684032,1
549,1049207510225980032,1050049784421869952,1
550,1049207510225980032,1051770471398310016,2
551,1049207510225980032,1053581651402099968,1
552,1049207510225980032,1072739929998560000,1
553,1049207510225980032,1077834644834019968,1
554,1049207510225980032,1078539453320989952,1
555,1049207510225980032,1079932315619100032,1
556,1049207510225980032,1079933895240120064,1
557,1049207510225980032,1079935384750720000,1
558,1049207572335229952,1049946568086579968,1
559,1049207572335229952,1057953006901849984,1
560,1049207572335229952,1073513010564230016,1
561,1049207572335229952,1074922684698130048,1
562,1049207572335229952,1078135075460150016,1
563,1049207572335229952,930021583843560960,1
564,1049207718682889984,929997199854604032,1
565,1049207826602329984,1079201135026310016,1
566,1049207826602329984,930021583843560960,1
567,1049207880536880000,1075726560196099968,1
568,1049207949336050048,1070192487436450048,1
569,1049207949336050048,1082163179312710016,1
570,1049208134405520000,1063334104817270016,1
571,1049208379243820032,1078458699484300032,1
572,1049208445585129984,1070190717700210048,1
573,1049208445585129984,1074560135796419968,1
574,1049208445585129984,1078176307829869952,1
575,1049208445585129984,930021583843560960,2
576,1049208475066889984,1049946568086579968,1
577,1049208475066889984,1057119644821810048,1
578,1049208475066889984,1067317584555209984,1
579,1049208475066889984,1081459172604710016,2
580,1049208475066889984,930021583843560960,4
581,1049208634412690048,1076048418560870016,1
582,1049208679241420032,1072045513977689984,1
583,1049208679241420032,1074922684698130048,1
584,1049208697897680000,1051770471398310016,1
585,1049208697897680000,1053578271581600000,1
586,1049208697897680000,1072744947178860032,1
587,1049208697897680000,1085814063997449984,1
588,1049208697897680000,930021583843560960,2
589,1049208707909479936,1053578271581600000,1
590,1049208707909479936,1078193798404700032,1
591,1049208748988499968,1070186327870339968,1
592,1049208748988499968,1078537154968220032,1
593,1049208919558259968,1071305870604829952,1
594,1049208919558259968,1072025241794969984,2
595,1049208919558259968,1072039057614240000,1
596,1049208919558259968,1072054676204089984,1
597,1049208919558259968,1078505592029510016,1
598,1049208919558259968,1078537154968220032,1
599,1049209097711320064,1078515366481689984,1
600,1049209097711320064,930002515119901952,1
601,1049209155089400064,1063340225477020032,1
602,1049209155089400064,1070190717700210048,1
603,1049209155089400064,1074173594280460032,1
604,1049209200446599936,925978058428583040,1
605,1049209333292790016,1072054676204089984,1
606,1049209704471920000,925980941496684032,1
607,1049210016653970048,1078537154968220032,1
608,1049210160258550016,1072747491833740032,1
609,1049210219616339968,1074126022434160000,1
610,1049210373132060032,1078523613053779968,1
611,1049210373132060032,930021583843560960,1
612,1049210393742870016,1072045513977689984,1
613,1049210393742870016,1078515366481689984,1
614,1049210678787769984,1053579277283430016,1
615,1049210678787769984,1054662719744050048,1
616,1049210678787769984,1063335499746310016,1
617,1049210678787769984,1074115973322179968,1
618,1049210678787769984,1078539453320989952,1
619,1049210798463840000,1071233934872870016,1
620,1049210798463840000,1072039057614240000,1
621,1049210798463840000,1072045513977689984,1
622,1049210798463840000,1072054676204089984,1
623,1049210798463840000,1072352278325820032,1
624,1049210798463840000,1072746380104109952,1
625,1049210798463840000,1074115973322179968,1
626,1049210798463840000,1074922684698130048,1
627,1049210851232380032,1077842555702409984,1
628,1049211189851129984,1053581651402099968,1
629,1049211189851129984,1062636078532460032,1
630,1049211189851129984,1071305870604829952,2
631,1049211189851129984,1074922684698130048,1
632,1049211189851129984,1085444096928050048,1
633,1049211326811929984,1053581651402099968,1
634,1049211326811929984,1062636078532460032,1
635,1049211326811929984,1070189984758169984,1
636,1049211326811929984,1072325448805970048,1
637,1049211330192540032,1070188447352809984,1
638,1049211330192540032,1074922684698130048,1
639,1049211330192540032,1078193798404700032,1
640,1049211338199469952,1053542097324409984,1
641,1049211338199469952,1067816065782840064,1
642,1049211338199469952,1070192487436450048,1
643,1049211338199469952,1075726560196099968,1
644,1049211505824819968,1053578271581600000,1
645,1049211505824819968,1070506310131320064,1
646,1049211505824819968,1072054676204089984,1
647,1049211505824819968,1074922684698130048,2
648,1049211505824819968,1081017565833129984,1
649,1049211505824819968,1082163179312710016,1
650,1049211700952240000,1049946568086579968,1
651,1049211700952240000,1062636078532460032,1
652,1049211700952240000,1063340225477020032,1
653,1049211700952240000,1067816065782840064,1
654,1049211700952240000,1072325448805970048,1
655,1049211785907859968,1053468149589020032,1
656,1049211785907859968,1054775709684269952,1
657,1049211785907859968,1063255404587320064,1
658,1049211785907859968,1072025241794969984,1
659,1049211785907859968,1072045513977689984,1
660,1049211854862220032,1053468149589020032,1
661,1049211854862220032,1057953006901849984,1
662,1049211854862220032,1074115973322179968,1
663,1049211854862220032,1081459172604710016,1
664,1049211854862220032,1082163179312710016,1
665,1049211854862220032,925986591169645952,1
666,1049211854862220032,930021583843560960,1
667,1049211941227129984,1072025241794969984,1
668,1049211941227129984,1072054676204089984,1
669,1049211941227129984,1072738615495289984,1
670,1049211941227129984,1072744947178860032,1
671,1049211997405639936,1062343120067299968,1
672,1049212469948509952,1070506310131320064,1
673,1049212469948509952,1079201135026310016,1
674,1049212602001980032,1074126022434160000,1
675,1049212619358009984,1071233934872870016,1
676,1049212619358009984,1074115973322179968,1
677,1049213008979490048,1074173594280460032,1
678,1049213008979490048,925980941496684032,1
679,1049213009101129984,1072744158519689984,1
680,1049213009101129984,1081973238821619968,1
681,1049213009101129984,1083325366924280064,1
682,1049213009101129984,1087012848962439936,1
683,1049213009101129984,1087017974208989952,1
684,1049213066135270016,1072738615495289984,1
685,1049213066135270016,1072747491833740032,2
686,1049213066135270016,1082454455803250048,1
687,1049213165573830016,1053578271581600000,1
688,1049213165573830016,1074922684698130048,1
689,1049213165573830016,1077841557781020032,1
690,1049213165573830016,1079984983150489984,1
691,1049213165573830016,1079988697420589952,1
692,1049213165573830016,1081459172604710016,1
693,1049213165573830016,1083308541100489984,1
694,1049213515613670016,1074922684698130048,1
695,1049213515613670016,1096597721712749952,1
696,1049213650636700032,1078193798404700032,1
697,1049213650636700032,1078505592029510016,1
698,1049213768484060032,1061930060022349952,1
699,1049213768484060032,1067816065782840064,1
700,1049213768484060032,1070194167892739968,1
701,1049213768484060032,1072744947178860032,1
